카드이름,은행,이미지URL,전월실적,연회비,카드종류,혜택
이사배 카드,IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/1170/card_img/21138/1170card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '- 드럭스토어: H&B스토어에서 1만원 이상 사용 시 1,000원, 2만원 이상 사용 시 2,000원 할인 (일 1회).\n- 화장품: 화장품 가맹점에서 1만원 이상 사용 시 1,000원, 2만원 이상 사용 시 2,000원 할인 (일 1회).\n- 헤어: 미용실 등에서 1만원 이상 사용 시 1,000원, 2만원 이상 사용 시 2,000원 할인 (일 1회).\n- 금융: 당행 전자금융 이체수수료 및 국내 ATM 출금수수료 면제, 환전 시 환율 70% 우대.'}"
해피포인트 체크카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/383/card_img/20883/383card.png,250000,국내전용 [없음],체크,"{'기타 혜택(유의사항 등)': '해피포인트 가맹점에서 20% 현금 캐쉬백 제공, 월 최대 5천원 한도.'}"
알뜰교통 비바 e 플래티늄 체크카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/746/card_img/27830/746card.png,250000,국내전용 [없음] / 해외겸용 [없음],체크,"{'교통': '대중교통 이용 시 15% 캐시백, 월 3만원 이상 이용 시 최대 5천원.', '쇼핑': '국내 온라인 쇼핑 시 최대 5천원 캐시백 제공.', '해외': '해외 직접 구매 배송 대행료 20% 할인 및 해외 이용 수수료 1.0% 우대.', '기타 혜택(유의사항 등)': '전월 25만원 이상 사용 시 월 1만원 캐시백 제공, 후불교통 및 하이브리드 서비스 이용 가능.'}"
카드의정석 DON CHECK,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2639/card_img/31958/2639card.png,50000,국내전용 [없음] / 해외겸용 [없음],체크,"{'쇼핑': '쿠팡과 무신사에서 전월 50,000원 이상 이용 시 5% 적립 (매출 건당 최대 1,000포인트).', '푸드': '', '기타 혜택(유의사항 등)': '구글 Play스토어와 애플 APP Store에서 전월 50,000원 이상 이용 시 5% 적립, 매출 건당 최대 1,000포인트까지 제공.'}"
able 시럽카드,KB증권,https://d1c5n4ri2guedi.cloudfront.net/card/2224/card_img/21357/2224card.png,0,국내전용 [없음],체크,"{'기타 혜택(유의사항 등)': 'able Syrup 카드는 통합멤버십 서비스, 모바일 쿠폰 제공, 현장 할인, 수수료 무료 혜택을 제공합니다.'}"
1ST A-CHECK카드,광주은행,https://d1c5n4ri2guedi.cloudfront.net/card/2816/card_img/40130/2816card.png,200000,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '국내외 이용금액의 0.2% 캐시백 제공, 추가 캐시백은 전월 실적 20만원 이상 시 업종별 0.2% 및 5% 제공.'}"
LIKIT all 체크카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/756/card_img/22230/756card.png,0,국내전용 [없음],체크,"{'기타 혜택(유의사항 등)': '국내 가맹점에서 0.2% 캐시백 제공, 주말 및 공휴일에 추가 0.2% 캐시백 혜택 있음.'}"
투썸플레이스 신한카드 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2342/card_img/24328/2342card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'카페/디저트': '투썸플레이스에서 일반 결제 시 20% 캐시백, 기타 결제 시 3% 캐시백 제공, 전월 이용금액에 따라 월간 캐시백 한도는 최대 6천원.', '기타 혜택(유의사항 등)': '디지털 구독 서비스 이용 시 OTT(유튜브 프리미엄, 넷플릭스) 결제 시 월 1회 1천원 캐시백 제공, 전월 이용금액에 따라 최대 2천원까지 가능.'}"
Real Zero 체크카드,Sh수협은행,https://d1c5n4ri2guedi.cloudfront.net/card/1963/card_img/22035/1963card.png,0,국내전용 [없음] / 해외겸용 [없음],체크,{'기타 혜택(유의사항 등)': '수협 및 타행 전자금융 이체수수료와 자동화기기 현금인출수수료 면제.'}
참! 좋은 다이소카드(체크),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/2058/card_img/21941/2058card.png,200000,해외겸용 [없음],체크,"{'마트/편의점': 'CU, GS25, 세븐일레븐에서 5% 할인, 다이소 라이프 서비스 월간 통합할인한도는 전월 이용금액에 따라 최대 2만원 제공.', '쇼핑': '다이소에서 결제 시 20% 청구할인(월 최대 5천원)과 포인트 자동적립 혜택 제공.', '카페/디저트': '주요 커피전문점에서 10% 할인(월 3회, 1회 2만원 한도).', 'OTT/영화/문화': 'CGV, 롯데시네마에서 2천원 할인(월 1회, 연 12회, 1만원 이상 결제 시).', '기타 혜택(유의사항 등)': '- 소셜커머스: 쿠팡, 티몬, 위메프 10% 할인 (1일 1회, 월 2회, 1만원 한도).\n- 헤어: 미용실 10% 할인 (월 1회, 연 12회, 5만원 한도).\n- 드럭스토어: 올리브영, 랄라블라 5% 할인 (1일 1회, 월 2회, 1만원 한도).\n- 테마파크: 주요 놀이공원 무료입장 또는 할인 (월 1회, 연 2회).'}"
Syrup Membership Wealth 마이카드(체크),SK증권,https://d1c5n4ri2guedi.cloudfront.net/card/2214/card_img/21771/2214card.png,300000,국내전용 [없음],체크,"{'기타 혜택(유의사항 등)': 'Syrup Membership Wealth 마이카드(체크)는 CMA 우대금리 0.1% 제공, 체크카드 이용 시 수수료 면제 및 SMS 수수료 면제 혜택이 있습니다.'}"
Together 체크카드,광주은행,https://d1c5n4ri2guedi.cloudfront.net/card/2839/card_img/41666/2839card.png,200000,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '국내외 가맹점 이용 시 0.2% 캐시백 제공, 전월 실적 20만원 이상 시 추가 캐시백 가능.'}"
Point Plan 체크(SOL 모임),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2830/card_img/40366/2829card.png,0,해외겸용 [없음],체크,"{'마트/편의점': 'CU, GS25, 세븐일레븐에서 이용금액의 5%를 마이신한포인트로 적립, 월 최대 3천 포인트.', '기타 혜택(유의사항 등)': '- 국내 결제 시 0.2~1% 포인트 적립, 해외 결제 시 1% 포인트 적립, 주말 배달앱 결제 시 2만원 이상 1천 포인트 적립.'}"
농부의마음 Farmers Heart 체크카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/498/card_img/21187/498card.png,0,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '일상생활 및 농협계통 업종에서 최대 1% NH포인트 적립, 농업 관련 업종에서 1% 적립, 모든 국내 이용액의 0.1%는 농촌사랑운동기금 적립.'}"
SOCAR 제휴 SOCAR 신한카드 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/300/card_img/20523/300card.png,200000,해외겸용 [없음],체크,"{'OTT/영화/문화': '영화 이용 시 10% 할인(캐시백), 통합 일 1회, 월 3회까지 적용.', '기타 혜택(유의사항 등)': '- SOCAR 결제 시 10% 할인, KTX/SRT 철도 이용 시 5% 할인 제공.'}"
카카오페이 신한 춘식이 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2638/card_img/31918/2638card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'통신': '통신요금 자동이체 시 5% 카카오페이포인트 적립 (전월 30만원 이상, 월 3천 포인트 한도).', '마트/편의점': '편의점 이용 시 5% 카카오페이포인트 적립 (전월 30만원 이상 시, 일 1회/월 3회, 최대 1천 포인트).', '프리미엄': '국제브랜드사 서비스에 대한 상세 안내는 각 브랜드사 홈페이지를 참조해야 합니다.', '해외': '해외 이용금액에 1% 카카오페이포인트 적립, 월 최대 1만 포인트.', '기타 혜택(유의사항 등)': '카카오페이 이용 시 2% 카카오페이포인트 적립, 전월 이용금액 30만원 이상 시 최대 1만 포인트까지 적립 가능.'}"
청춘대로 싱글 체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/335/card_img/20579/335card.png,300000,해외겸용 [없음],체크,"{'교통': '택시와 대중교통 이용 시 각각 5% 환급할인 제공, 전월 실적에 따라 월 할인 한도 설정.', '마트/편의점': '편의점 업종에서 전월 실적에 따라 5~10% 환급할인 제공, 월 할인한도는 5천원 또는 1만원.', '애완동물': '올리브영, 박승철헤어스투디오, 동물병원에서 10% 환급할인 제공, 전월 실적 50만원 이상 시 월 1만원 한도.', '여행/숙박': 'KB국민카드 고객 전용 데스크를 통해 해외여행 패키지 상품 구매 시 3% 현장 할인 제공.', '해외': '해외이용 시 전월 실적에 따라 월 5천원 할인 제공.', '기타 혜택(유의사항 등)': '다이소 및 3대 소셜커머스에서 전월 실적에 따라 최대 10% 환급할인 제공.'}"
당근머니 하나 체크카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2721/card_img/35850/2720card_1.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '당근페이와 연결된 체크카드로, 지역 가맹점에서 최대 3% 적립 가능하며, 당근 앱 내 결제 시 5% 적립 제공.'}"
다드림 체크카드,우체국,https://d1c5n4ri2guedi.cloudfront.net/card/573/card_img/21306/573card.png,0,해외겸용 [없음],체크,"{'통신': '우체국 알뜰폰 통신료 10% 적립 및 전월실적 10만원 이상 시 월 최대 2,000포인트 적립.', '기타 혜택(유의사항 등)': '국내 전 가맹점 이용 시 0.3% 우체국 포인트 적립, 우편·우체국쇼핑 이용 시 5% 적립, 다드림 통장 및 체크카드 이용 실적에 따라 최대 17,000포인트 적립 가능.'}"
넥슨 던전앤파이터 체크카드,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/1290/card_img/21016/1290card.png,200000,해외겸용 [없음],체크,"{'교통': '대중교통과 택시 이용 시 각각 5% 캐쉬백 제공.', '기타 혜택(유의사항 등)': '- 넥슨캐시/세라 온라인 충전 시 15% 캐쉬백, 월 3회 제공. \n- 11번가, 옥션, G마켓 5% 캐쉬백(3만원 이상), 스타벅스, 이디야커피, CU, GS25, 다이소 5% 캐쉬백(1만원 이상).'}"
iM K-패스 체크카드,iM뱅크,https://d1c5n4ri2guedi.cloudfront.net/card/2817/card_img/39840/2817card.png,200000,국내전용 [없음],체크,"{'교통': '대중교통 요금 10% 할인 (버스, 지하철 후불교통 이용 시)', '통신': '이동통신 요금 2% 할인 (SKT, KT, LG U+ 대상, 5만원 이상 결제 시 적용).', 'OTT/영화/문화': 'CGV, 메가박스, 롯데시네마에서 2만원 이상 결제 시 영화 2% 할인.', '기타 혜택(유의사항 등)': '- 배달앱 2% 할인: 배달의민족, 요기요, 쿠팡이츠에서 2만원 이상 결제 시 적용.\n- 커피·생활용품·편의점 2% 할인: 스타벅스, 다이소 등에서 1만원 이상 결제 시 적용.\n- OTT 2% 할인: 넷플릭스, 유튜브 프리미엄 등에서 1만원 이상 결제 시 적용.'}"
리브 NEXT카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/2399/card_img/26192/2399card.png,0,국내전용 [없음],체크,"{'푸드': '편의점(GS25/CU) 및 커피/음료 전문점에서 5천원 이상 결제 시 5% 환급할인 제공, 월 통합 할인한도 1,000원.', '기타 혜택(유의사항 등)': '리브 Next카드로 올리브영과 다이소에서 5천원 이상 결제 시 5% 환급할인 제공, 월 통합 할인한도 1,000원.'}"
신한카드 On 체크(쥬라기),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2373/card_img/25322/2374card.png,200000,국내전용 [없음] / 해외겸용 [없음],체크,"{'간편결제': '간편결제 이용 시 최대 2% 적립, 월간 한도 8천원.', '해외': '해외 이용금액에 대해 1.3% 마이신한포인트 적립.', '기타 혜택(유의사항 등)': '생활편의영역 이용 시 최대 2% 적립, 월간 적립한도 8천원.'}"
신세계 신한카드 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/282/card_img/20504/282card.png,300000,해외겸용 [없음],체크,"{'카페/디저트': '스타벅스에서 승인건당 500원 할인, 일 1회, 월 3회 제공.', 'OTT/영화/문화': '신세계백화점 입점 영화관에서 토, 일요일 1만원 이상 거래 시 2,000원 캐시백 (일 1회, 월 2회).', '기타 혜택(유의사항 등)': '- 생활: 전월 실적 30만원 이상 시 소셜커머스 1%, 할인점/주유/대중교통/통신 자동이체 0.5% 마이신한포인트 적립.\n- 테마파크: 롯데월드 및 서울랜드 자유이용권 50% 할인, 각 연 3회 제공.'}"
락스타 체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/340/card_img/20585/340card.png,200000,국내전용 [없음] / 해외겸용 [없음],체크,"{'교통': '버스·지하철 10% 청구할인(월 2만원 한도, 전월 30만원 이상 이용 시).', '통신': '이동통신요금 자동납부 5만원 이상 시 월 2,500원 정액 할인.', '푸드': '아웃백과 VIPS에서 20% 환급할인(최대 10,000원), 스타벅스에서 20% 환급할인(최대 4,000원) 제공.', 'OTT/영화/문화': 'CGV에서 1만원 이상 결제 시 35% 환급할인(최대 7,000원) 제공.', '기타 혜택(유의사항 등)': '- 에버랜드·롯데월드 50% 환급할인 (최대 25,000원), 금융수수료 면제 서비스, GS25 및 교보문고 5% 환급할인 제공.'}"
신한카드 Pick I 체크 캐릭터형(한교동),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2893/card_img/44188/2893card.png,200000,국내전용 [없음] / 해외겸용 [없음],체크,"{'마트/편의점': '4대 편의점에서 일 1회, 월 3회 최대 1천 포인트까지 10% 적립.', '쇼핑': 'One Pick 온라인 쇼핑몰에서 월 최대 3천 포인트를 적립할 수 있습니다.', '카페/디저트': '커피전문점 업종에서 일 1회, 월 3회, 1회 최대 1천 포인트까지 10% 적립.', '해외': '해외 이용 시 1% 포인트 적립, 월 최대 1만 포인트.', '기타 혜택(유의사항 등)': '디지털 구독 서비스에서 음악, OTT, 도서 영역별로 월 최대 3천 포인트를 10% 적립할 수 있습니다.'}"
롯데마트 라서 즐거운 체크카드,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/320/card_img/20566/320card.png,300000,해외겸용 [없음],체크,"{'교통': '전국 시내버스와 지하철 이용 시 1,500원 청구할인 제공.', '주유': 'GS칼텍스 주유소에서 리터당 40원 캐시백 할인, 일 1회, 월 6회, 건당 1만원 이상 이용 시 적용.', '마트/편의점': '롯데마트에서 10% 캐시백 할인 제공, 월 최대 5천원 한도.', '카페/디저트': '스타벅스와 투썸플레이스에서 커피 20% 캐시백 할인, 월 2회, 건당 1만원 이상 2만원까지 적용.', 'OTT/영화/문화': '모든 영화관에서 12,000원 이상 결제 시 3,000원 캐시백 할인, 월 1회, 연 10회 제공.', '기타 혜택(유의사항 등)': '패밀리레스토랑 10% 캐시백 할인(아웃백, TGIF) 및 주요 놀이공원 자유이용권 50% 현장할인 제공, 전월실적 30만원 이상 시 적용.'}"
신한카드 처음 체크,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2887/card_img/45318/2887card.png,100000,국내전용 [없음] / 해외겸용 [없음],체크,"{'쇼핑': '사진관 업종에서 월 1회, 연 2회 1,000포인트 적립 및 지그재그, 에이블리, 무신사/29CM, 올리브영에서 월 1회, 연 3회 3,000포인트 적립.', '푸드': '편의점, 푸드, 카페에서 기본 5% 적립, 오후 4~8시 이용 시 추가 2% 적립.', '기타 혜택(유의사항 등)': '독서실, 도서, 문구 업종에서 5% 포인트 적립, 월 최대 2천 포인트.'}"
위버스 신한카드 체크(BTS),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2244/card_img/20993/2244card.png,200000,국내전용 [없음],체크,"{'기타 혜택(유의사항 등)': 'Weverse Shop 이용 시 2% 캐시 적립, 생활영역 5% 캐시 적립, HYBE INSIGHT 25% 할인 혜택 제공.'}"
올바른GLOBAL체크카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/375/card_img/20874/375card.png,200000,해외겸용 [없음],체크,"{'공항라운지/PP': '국제공항 라운지 무료 이용(전월 실적 50만원 이상 시, 연 1회).', '해외': '해외 물품 구매 시 2% 캐시백(월 10만원 한도) 및 해외 ATM 현금인출 수수료 3$ 면제(월 2회 한도).', '기타 혜택(유의사항 등)': '전월 실적에 따라 10대 업종에서 최대 1.0% 캐시백 제공, 월 한도 3만원.'}"
딩딩 체크카드,BNK부산은행,https://d1c5n4ri2guedi.cloudfront.net/card/2808/card_img/40124/2808card.png,200000,해외겸용 [없음],체크,"{'마트/편의점': 'GS25, CU, 세븐일레븐에서 5천원 이상 구매 시 10% 할인, 월 2회, 연 12회 제공.', '쇼핑': 'CJ올리브영, 다이소 10% 할인(1만원 이상, 월 1회, 연 6회) 및 G마켓, 옥션, 11번가 5% 할인(3만원 이상, 월 2회, 연 12회) 제공.', '푸드': '맥도날드와 롯데리아에서 5천원 이상 구매 시 10% 할인, 1회 최대 2천원, 월 2회, 연 12회 제공.', '카페/디저트': '스타벅스, 카페베네, 엔제리너스에서 5천원 이상 구매 시 10% 할인 (1회 최대 2천원, 월 2회, 연 12회).', 'OTT/영화/문화': '전국 영화관 예매 시 4천원 할인(월 1회, 연 6회, 매출 1만원 이상).', '기타 혜택(유의사항 등)': '베이커리 10% 할인(5천원 이상, 월 2회, 연 12회) 및 도서 2천원 할인(3만원 이상, 월 2회, 연 12회) 제공.'}"
웰컴 외국인 올인원 체크카드,웰컴저축은행,https://d1c5n4ri2guedi.cloudfront.net/card/2919/card_img/45402/2919card.png,0,국내전용 [없음],체크,"{'교통': '후불교통한도 최대 30만원, 결제일은 15일, 모바일 뱅킹으로 신청 가능.', '기타 혜택(유의사항 등)': '최대 1% 무제한 캐시백과 시중은행 자동화기기 수수료 면제 혜택 제공.'}"
우리V외국인체크카드,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/1451/card_img/20623/1451card.png,0,국내전용 [없음],체크,"{'마트/편의점': '대형마트에서 3대 할인점(이마트, 롯데마트, 홈플러스)에서 건당 3만원 이상 결제 시 5% 청구 할인, 월 최대 3천원 할인.', 'OTT/영화/문화': 'CGV 영화 관람 시 최대 4천원 청구 할인 (월 1회, 연 6회).', '기타 혜택(유의사항 등)': '- 외환 환전 송금 최대 50% 환율 우대, 우리원송금클럽 송금수수료 면제, 놀이공원 할인, 자동화기기 인출수수료 면제 혜택 제공.'}"
올유닛 체크카드,MG새마을금고,https://d1c5n4ri2guedi.cloudfront.net/card/2508/card_img/28714/2508card.png,500000,해외겸용 [없음],체크,"{'통신': '이동통신요금 1% 할인, 전월 이용실적 50만원 이상 시 월 최대 5천원 캐시백 제공.', '병원/약국': '병원 및 약국 결제 시 1% 캐시백, 전월 50만원 이상 이용 시 월 최대 5천원 제공.', '레저/스포츠': '레저 업종 결제 시 1% 캐시백, 전월 50만원 이상 이용 시 월 최대 5천원 제공.', '기타 혜택(유의사항 등)': '전월 이용실적 50만원 이상 시, A, B, C 영역 중 가장 큰 1개 영역에서 1% 캐시백 제공, 월 한도 5천원.'}"
토스뱅크 모임카드,토스뱅크,https://d1c5n4ri2guedi.cloudfront.net/card/2456/card_img/28028/2456card.png,0,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '모임통장 기준으로 마트, 노래방, 음식점 등에서 매일 1회, 월 5회 캐시백 제공.'}"
제주항공 트래블제로카드,코나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2832/card_img/41059/2832card_1.png,0,해외겸용 [없음],체크,"{'해외': '해외 가맹점 결제, 환전, 해외 ATM 출금 시 수수료가 0%입니다.', '기타 혜택(유의사항 등)': '국내에서 0.2% 캐시백과 최대 15% 결제할인, 해외 결제 시 1% 제주항공 인센티브 적립, 연말 정산 시 30% 소득공제 혜택 제공.'}"
현대카드M CHECK-경차전용카드(유류세 환급),현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2197/card_img/21811/2197card.png,0,없음,체크,"{'기타 혜택(유의사항 등)': '- 당월 이용금액에 따라 0.5% 또는 1% M포인트 적립, 적립 한도는 무제한.'}"
케이뱅크 X KT멤버십더블혜택 체크카드,케이뱅크,https://d1c5n4ri2guedi.cloudfront.net/card/436/card_img/20937/436card.png,200000,해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': 'KT 고객은 모바일, IPTV, 인터넷 등 서비스를 이용하며, 전월 이용금액에 따라 영화/식음료 및 기타 영역에서 최대 4만원 캐시백을 받을 수 있고, 통신요금에 대해 최대 20% 캐시백이 제공됩니다.'}"
1st TRIPLE 체크카드,전북은행,https://d1c5n4ri2guedi.cloudfront.net/card/2189/card_img/21803/2189card.png,200000,없음,체크,"{'기타 혜택(유의사항 등)': '캐시백: BASIC 2%, TOP 3% (해외, 후불교통, 주유), SPECIAL 5% (편의점, 온라인, 카페) 제공.'}"
Air Money(에어머니)체크,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/675/card_img/21440/675card.png,0,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': 'Air Money 기본 0.2% 적립, 3개월 연속 월 30만원 이상 사용 시 추가 0.2% 적립.'}"
해피포인트 우리체크 V.2,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/775/card_img/22249/775card.png,0,국내전용 [없음] / 해외겸용 [없음],체크,"{'해외': '해외 이용금액의 1%를 해피포인트로 적립하며, 월 10,000포인트 한도가 있습니다.', '기타 혜택(유의사항 등)': '해피오더/해피마켓 사용 시 해피포인트 10% 적립, 전월실적 20만원 이상 시 최대 21,000 포인트 적립 가능.'}"
위클리 VISA 롯데체크카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2147/card_img/21829/2147card.jpg,0,해외겸용 [없음],체크,"{'쇼핑': '롯데백화점 5% 할인 e-쿠폰과 롯데ON 5% 할인 제공.', '푸드': ""T.G.I.FRiDAY'S 10% 현장할인(주류제외) 및 롯데리아, 엔제리너스커피, 나뚜루 1,000원당 50원 할인 제공."", 'OTT/영화/문화': '롯데시네마 관람권 1,500원 환급 할인 (일 1회, 월 5회, 연 12회).', '기타 혜택(유의사항 등)': '평일 이용실적에 따라 주말 캐시백 혜택이 최대 2.0% 제공되며, 테마파크 이용권 할인 혜택도 포함됩니다.'}"
트래블페이 충전카드,트래블월렛,https://d1c5n4ri2guedi.cloudfront.net/card/2320/card_img/23848/2320card.png,0,해외겸용 [없음],체크,"{'간편결제': '트래블페이는 31개 외화를 수수료 없이 충전하고 해외 결제할 수 있는 카드입니다.', '해외': '트래블페이 카드는 주요 통화 환전 수수료가 무료이며, 해외직구와 결제 시 수수료가 없습니다.', '기타 혜택(유의사항 등)': '트래블페이 카드로 모든 외화를 충전하고, 전 세계 8,000만개 VISA 가맹점에서 수수료 없이 결제 가능.'}"
BNK 프렌즈 체크카드,BNK부산은행,https://d1c5n4ri2guedi.cloudfront.net/card/1311/card_img/20958/1311card.png,0,"해외겸용 [1,000]원",체크,"{'해외': '해외 이용 시 1% 캐시백 제공, 단 건당 USD 10 이상 및 전월 국내실적 30만원 이상 필요.', '기타 혜택(유의사항 등)': '국내 가맹점에서 1만원 이상 이용 시 0.2~0.4% 캐시백 제공.'}"
GOODGAME 체크카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2443/card_img/27651/2443card.png,200000,국내전용 [없음] / 해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '게임 결제 시 10% NH포인트 적립, 생활업종 결제 시 평일 0.5%, 주말 1% NH포인트 적립 (전월실적 20만원 이상 시, 월 적립한도 2천원 또는 3만원).'}"
우리성당 체크카드,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/1260/card_img/21047/1260card.png,300000,해외겸용 [없음],체크,"{'교통': '전국 시내버스와 지하철에서 1,500원 할인, 전월 실적 30만원 이상 시 적용.', '주유': 'GS칼텍스 주유 시 리터당 40원 할인 (일 1회, 월 6회, 건당 1만원 이상).', '카페/디저트': '스타벅스와 투썸플레이스에서 20% 할인, 통합 일 1회, 월 2회, 건당 1만원 이상 2만원까지 적용.', '병원/약국': '모든 병원과 약국에서 5% 할인, 통합 일 1회, 월 2회, 건당 1만원 이상 5만원까지 적용.', 'OTT/영화/문화': '모든 영화관에서 3,000원 할인 (월 1회, 연 10회, 12,000원 이상 결제 시 적용).', '기타 혜택(유의사항 등)': '아웃백과 TGIF에서 통합 월 1회 20% 현장 할인 제공, 건당 1만원 이상 10만원까지 적용.'}"
훈 체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/341/card_img/20586/341card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'교통': '버스·지하철 5% 청구할인, 전월실적 30만원 이상 시 월 1천5백원 한도.', '병원/약국': '동물병원 5% 환급할인(전월실적 30만원 이상: 월 5천원, 50만원 이상: 월 1만원 한도)과 약국 5% 환급할인(전월실적 50만원 이상: 월 5천원 한도) 제공.', '기타 혜택(유의사항 등)': '문리계·외국어학원 7% 환급할인과 서점업종 5% 환급할인이 제공되며, 전월 실적에 따라 할인 한도가 다릅니다.'}"
jumjum(점점) 체크카드(비씨),NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/366/card_img/20607/366card.png,0,해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '국내·외 전 가맹점에서 0.2%~0.4% TOP포인트 적립, SMS 알림 서비스 제공.'}"
FC EXPRESS 체크,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/1702/card_img/22422/1702card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'해외': '해외가맹점 이용 시 국제브랜드수수료와 해외서비스수수료 면제, 연간 최대 1억원까지 이용 가능.', '기타 혜택(유의사항 등)': '국내 전가맹점에서 전월 30만원 이상 이용 시 0.3% 모아포인트 적립.'}"
2030 언택트 체크카드,BNK부산은행,https://d1c5n4ri2guedi.cloudfront.net/card/2507/card_img/28654/2507card.png,200000,국내전용 [없음],체크,"{'쇼핑': '쿠팡, 마켓컬리, SSG닷컴에서 20,000원 이상 결제 시 할인 적용.', '카페/디저트': '스타벅스에서 10,000원 이상 결제 시 월 최대 3,000원 할인.', '기타 혜택(유의사항 등)': '- 배달의 민족, 요기요에서 20,000원 이상 결제 시 할인 적용.\n- 넷플릭스, 유튜브프리미엄, 멜론에서 8,000원 이상 정기결제 시 20% 청구할인.'}"
H.Point 체크카드,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/355/card_img/20598/355card.png,300000,국내전용 [없음] / 해외겸용 [없음],체크,"{'카페/디저트': '스타벅스와 파리바게뜨에서 각각 5% 환급할인 제공, 전월 이용금액에 따라 월간 할인한도 설정.', 'OTT/영화/문화': 'CGV 영화 예매 시 전월 이용실적에 따라 최대 3천원 환급할인 제공.', '기타 혜택(유의사항 등)': 'H.Point KB국민 체크카드는 국내 가맹점에서 0.2% 기본적립과 현대백화점그룹에서 0.5% 추가적립 혜택을 제공하며, 올리브영에서 최대 5% 환급할인 혜택이 있습니다.'}"
K리그 축덕 Young Hana 체크카드 with OKcashbag,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/1526/card_img/32519/1526card.png,200000,해외겸용 [없음],체크,"{'기타 혜택(유의사항 등)': '하나머니 적립 서비스와 OK캐쉬백 플러스 적립, 해외 ATM 수수료 우대, 놀이공원 할인 서비스 제공.'}"
KB국민 국민행복체크,KB국민카드,https://d1c5n4ri2guedi.cloudfront.net/card/752/card_img/22226/752card.png,300000,국내전용 [없음],체크,"{'병원/약국': '병원 이용 시 5% 할인, 전월 실적에 따라 최대 5천원 할인 한도 적용.', '교육/육아': '키즈카페, 문화센터, 학습지에서 5% 청구할인 제공, 전월 실적에 따라 할인 한도 있음.', '기타 혜택(유의사항 등)': '국민행복카드는 임신·출산 진료비, 보육료, 기저귀/조제분유, 여성청소년 위생용품, 에너지 바우처, 아이돌봄 바우처 등을 지원하며, 단체보험 무료가입 혜택도 제공한다.'}"
